TimeStamp,Test,Temperature,Electricity,Gas,Water,Heating,Cooling,Lighting,Domestic Water,Plugs,,,,,,,,coef,1000
12/28/17 6:58 AM,17448,1.4,217237.91,267214.23,22492.45,390756.77,237603.55,59978.36,19987.13,112497.23,,,,,,,,,
12/28/17 7:58 AM,17449,0.7,217264.03,267248.39,22495.04,390803.77,237636.38,59985.66,19989.55,112510.41,,,,,,,,,
12/28/17 8:58 AM,17450,0,217292.63,267285.67,22497.74,390853.25,237666.33,59992.75,19991.86,112523.42,,,,,,,,,
12/28/17 9:58 AM,17451,0.7,217319.40,267319.46,22500.36,390902.68,237695.73,59999.74,19994.17,112537.16,,,,,,,,,
12/28/17 10:58 AM,17452,1.4,217344.67,267352.66,22502.96,390951.05,237726.81,60006.79,19996.47,112550.77,,,,,,,,,
12/28/17 11:58 AM,17453,2.8,217370.89,267386.55,22505.57,391000.75,237759.80,60013.94,19998.76,112563.93,,,,,,,,,
12/28/17 12:58 PM,17454,4.2,217397.95,267421.93,22508.12,391047.97,237791.09,60021.05,20001.14,112576.87,,,,,,,,,
12/28/17 1:58 PM,17455,5.6,217423.37,267455.91,22510.77,391098.78,237820.54,60028.05,20003.48,112589.58,,,,,,,,,
12/28/17 2:58 PM,17456,7,217450.55,267490.82,22513.35,391149.79,237853.05,60035.20,20005.79,112602.84,,,,,,,,,
12/28/17 3:58 PM,17457,8.05,217477.66,267526.41,22515.93,391194.67,237886.31,60042.47,20008.17,112616.22,,,,,,,,,
12/28/17 4:58 PM,17458,7.7,217505.65,267560.92,22518.59,391240.58,237918.92,60049.38,20010.58,112629.62,,,,,,,,,
12/28/17 5:58 PM,17459,7,217530.58,267595.36,22521.19,391287.16,237951.23,60056.42,20012.99,112643.27,,,,,,,,,
12/28/17 6:58 PM,17460,6.65,217556.50,267630.32,22523.77,391337.92,237981.84,60063.24,20015.27,112656.24,,,,,,,,,
12/28/17 7:58 PM,17461,6.3,217581.54,267667.25,22526.41,391382.80,238014.54,60070.35,20017.65,112669.61,,,,,,,,,
12/28/17 8:58 PM,17462,5.6,217586.88,267674.74,22526.96,391391.92,238020.66,60071.79,20018.13,112672.32,,,,,,,,,
12/28/17 9:58 PM,17463,4.9,217592.03,267682.36,22527.48,391401.17,238026.79,60073.25,20018.61,112674.94,,,,,,,,,
12/28/17 10:58 PM,17464,4.2,217597.64,267689.47,22528.02,391410.24,238033.52,60074.67,20019.07,112677.54,,,,,,,,,
12/28/17 11:58 PM,17465,3.85,217602.86,267696.88,22528.53,391419.49,238040.02,60076.08,20019.56,112680.16,,,,,,,,,
12/29/17 12:58 AM,17466,3.5,217607.91,267704.43,22529.07,391429.18,238046.04,60077.49,20020.03,112682.78,,,,,,,,,
12/29/17 1:58 AM,17467,3.15,217612.91,267711.58,22529.58,391438.22,238051.98,60078.90,20020.52,112685.45,,,,,,,,,
12/29/17 2:58 AM,17468,2.8,217617.96,267718.52,22530.10,391447.56,238058.04,60080.33,20020.97,112688.04,,,,,,,,,
12/29/17 3:58 AM,17469,2.45,217623.59,267725.25,22530.64,391457.60,238064.45,60081.71,20021.45,112690.66,,,,,,,,,
12/29/17 4:58 AM,17470,2.1,217628.85,267732.57,22531.15,391466.79,238070.78,60083.07,20021.92,112693.23,,,,,,,,,
12/29/17 5:58 AM,17471,1.75,217634.20,267739.91,22531.67,391476.22,238077.31,60084.53,20022.37,112695.93,,,,,,,,,
12/29/17 6:58 AM,17472,1.4,217639.50,267746.88,22532.21,391486.03,238083.55,60085.98,20022.82,112698.63,,,,,,,,,
12/29/17 7:58 AM,17473,0.7,217667.95,267781.23,22534.92,391535.74,238113.15,60092.95,20025.14,112711.86,,,,,,,,,
12/29/17 8:58 AM,17474,0,217696.20,267817.90,22537.54,391585.32,238142.92,60100.24,20027.39,112724.88,,,,,,,,,
12/29/17 9:58 AM,17475,0.7,217722.50,267852.10,22540.24,391630.07,238175.96,60107.04,20029.73,112737.95,,,,,,,,,
12/29/17 10:58 AM,17476,1.4,217747.83,267888.60,22542.92,391677.42,238205.85,60113.84,20032.07,112751.69,,,,,,,,,
12/29/17 11:58 AM,17477,2.8,217774.60,267923.16,22545.53,391727.00,238236.36,60120.64,20034.43,112764.43,,,,,,,,,
12/29/17 12:58 PM,17478,4.2,217799.42,267959.45,22548.15,391778.60,238269.13,60127.53,20036.70,112777.15,,,,,,,,,
12/29/17 1:58 PM,17479,5.6,217824.87,267994.27,22550.82,391824.06,238299.84,60134.61,20039.02,112790.36,,,,,,,,,
12/29/17 2:58 PM,17480,7,217852.58,268031.63,22553.39,391869.66,238333.17,60141.89,20041.43,112803.07,,,,,,,,,
12/29/17 3:58 PM,17481,8.05,217880.37,268066.90,22556.08,391919.47,238366.51,60149.20,20043.81,112816.67,,,,,,,,,
12/29/17 4:58 PM,17482,7.7,217908.53,268104.86,22558.69,391966.36,238398.03,60156.48,20046.09,112829.53,,,,,,,,,
12/29/17 5:58 PM,17483,7,217934.90,268141.86,22561.35,392016.26,238428.45,60163.72,20048.51,112842.72,,,,,,,,,
12/29/17 6:58 PM,17484,6.65,217960.49,268178.58,22564.08,392066.47,238457.81,60170.51,20050.90,112855.52,,,,,,,,,
12/29/17 7:58 PM,17485,6.3,217988.75,268214.02,22566.67,392114.61,238490.11,60177.50,20053.28,112868.41,,,,,,,,,
12/29/17 8:58 PM,17486,5.6,217993.98,268221.34,22567.19,392124.61,238496.10,60178.92,20053.73,112871.02,,,,,,,,,
12/29/17 9:58 PM,17487,4.9,217999.04,268228.75,22567.71,392134.36,238502.78,60180.36,20054.22,112873.57,,,,,,,,,
12/29/17 10:58 PM,17488,4.2,218004.39,268235.34,22568.22,392143.84,238509.47,60181.78,20054.70,112876.19,,,,,,,,,
12/29/17 11:58 PM,17489,3.85,218010.11,268242.73,22568.75,392153.61,238515.91,60183.17,20055.19,112878.86,,,,,,,,,
12/30/17 12:58 AM,17490,3.5,218011.17,268244.10,22568.85,392155.59,238517.23,60183.44,20055.28,112879.40,,,,,,,,,
12/30/17 1:58 AM,17491,3.15,218012.21,268245.47,22568.95,392157.58,238518.56,60183.73,20055.37,112879.91,,,,,,,,,
12/30/17 2:58 AM,17492,2.8,218013.33,268246.94,22569.06,392159.63,238519.74,60184.02,20055.46,112880.43,,,,,,,,,
12/30/17 3:58 AM,17493,2.45,218014.34,268248.45,22569.17,392161.60,238520.95,60184.31,20055.56,112880.95,,,,,,,,,
12/30/17 4:58 AM,17494,2.1,218015.48,268249.96,22569.27,392163.42,238522.19,60184.58,20055.65,112881.45,,,,,,,,,
12/30/17 5:58 AM,17495,1.75,218016.60,268251.35,22569.38,392165.43,238523.51,60184.86,20055.75,112881.97,,,,,,,,,
12/30/17 6:58 AM,17496,1.4,218017.66,268252.76,22569.49,392167.46,238524.76,60185.13,20055.84,112882.47,,,,,,,,,
12/30/17 7:58 AM,17497,0.7,218023.32,268259.43,22570.03,392177.23,238530.92,60186.49,20056.30,112885.12,,,,,,,,,
12/30/17 8:58 AM,17498,0,218028.83,268266.87,22570.54,392186.45,238537.52,60187.95,20056.76,112887.85,,,,,,,,,
12/30/17 9:58 AM,17499,0.7,218033.95,268273.77,22571.08,392196.42,238543.49,60189.34,20057.21,112890.57,,,,,,,,,
12/30/17 10:58 AM,17500,1.4,218039.33,268280.67,22571.63,392205.63,238549.84,60190.69,20057.67,112893.13,,,,,,,,,
12/30/17 11:58 AM,17501,2.8,218044.77,268287.91,22572.17,392215.58,238555.89,60192.09,20058.15,112895.78,,,,,,,,,
12/30/17 12:58 PM,17502,4.2,218050.11,268295.09,22572.68,392224.96,238562.09,60193.45,20058.64,112898.38,,,,,,,,,
12/30/17 1:58 PM,17503,5.6,218055.69,268302.51,22573.20,392235.27,238568.42,60194.86,20059.11,112900.96,,,,,,,,,
12/30/17 2:58 PM,17504,7,218061.32,268309.80,22573.73,392244.62,238574.63,60196.21,20059.58,112903.66,,,,,,,,,
12/30/17 3:58 PM,17505,8.05,218066.68,268317.25,22574.26,392254.06,238581.25,60197.59,20060.06,112906.21,,,,,,,,,
12/30/17 4:58 PM,17506,7.7,218071.81,268324.86,22574.77,392263.16,238587.26,60199.05,20060.52,112908.90,,,,,,,,,
12/30/17 5:58 PM,17507,7,218077.26,268331.73,22575.31,392272.98,238593.87,60200.45,20060.97,112911.51,,,,,,,,,
12/30/17 6:58 PM,17508,6.65,218082.91,268338.46,22575.86,392282.49,238600.23,60201.83,20061.44,112914.07,,,,,,,,,
12/30/17 7:58 PM,17509,6.3,218088.40,268346.07,22576.39,392291.56,238606.20,60203.20,20061.92,112916.64,,,,,,,,,
12/30/17 8:58 PM,17510,5.6,218089.41,268347.60,22576.50,392293.42,238607.45,60203.48,20062.02,112917.16,,,,,,,,,
12/30/17 9:58 PM,17511,4.9,218090.48,268349.08,22576.60,392295.33,238608.78,60203.77,20062.11,112917.69,,,,,,,,,
12/30/17 10:58 PM,17512,4.2,218091.54,268350.60,22576.70,392297.34,238610.11,60204.04,20062.20,112918.23,,,,,,,,,
12/30/17 11:58 PM,17513,3.85,218092.54,268351.99,22576.81,392299.28,238611.30,60204.33,20062.30,112918.77,,,,,,,,,
12/31/17 12:58 AM,17514,3.5,218093.56,268353.34,22576.91,392301.07,238612.49,60204.62,20062.39,112919.30,,,,,,,,,
12/31/17 1:58 AM,17515,3.15,218094.56,268354.75,22577.02,392302.99,238613.82,60204.90,20062.49,112919.85,,,,,,,,,
12/31/17 2:58 AM,17516,2.8,218095.60,268356.16,22577.13,392304.98,238615.05,60205.18,20062.59,112920.36,,,,,,,,,
12/31/17 3:58 AM,17517,2.45,218096.65,268357.50,22577.23,392306.85,238616.31,60205.46,20062.68,112920.90,,,,,,,,,
12/31/17 4:58 AM,17518,2.1,218097.77,268359.00,22577.33,392308.89,238617.58,60205.74,20062.77,112921.45,,,,,,,,,
12/31/17 5:58 AM,17519,1.75,218098.89,268360.40,22577.43,392310.69,238618.79,60206.02,20062.86,112921.96,,,,,,,,,
12/31/17 6:58 AM,17520,1.4,218099.91,268361.90,22577.54,392312.55,238620.08,60206.31,20062.96,112922.50,,,,,,,,,
12/31/17 7:58 AM,17521,0.7,218105.13,268368.90,22578.07,392322.59,238626.57,60207.71,20063.44,112925.06,,,,,,,,,
12/31/17 8:58 AM,17522,0,218110.50,268375.89,22578.59,392332.71,238633.10,60209.15,20063.91,112927.67,,,,,,,,,
12/31/17 9:58 AM,17523,0.7,218116.10,268383.02,22579.13,392342.84,238639.57,60210.53,20064.37,112930.39,,,,,,,,,
12/31/17 10:58 AM,17524,1.4,218121.77,268390.24,22579.65,392352.41,238646.12,60211.95,20064.84,112933.13,,,,,,,,,
12/31/17 11:58 AM,17525,2.8,218126.98,268396.95,22580.19,392362.07,238652.87,60213.34,20065.29,112935.73,,,,,,,,,
12/31/17 12:58 PM,17526,4.2,218132.38,268403.80,22580.70,392371.54,238659.26,60214.70,20065.76,112938.47,,,,,,,,,
12/31/17 1:58 PM,17527,5.6,218137.62,268411.18,22581.24,392381.48,238665.31,60216.07,20066.23,112941.02,,,,,,,,,
12/31/17 2:58 PM,17528,7,218143.02,268418.42,22581.78,392390.53,238672.05,60217.44,20066.69,112943.62,,,,,,,,,
12/31/17 3:58 PM,17529,8.05,218148.66,268425.62,22582.33,392400.79,238678.32,60218.90,20067.14,112946.25,,,,,,,,,
12/31/17 4:58 PM,17530,7.7,218153.66,268432.94,22582.84,392411.07,238684.53,60220.36,20067.60,112948.82,,,,,,,,,
12/31/17 5:58 PM,17531,7,218159.01,268440.52,22583.37,392420.44,238690.43,60221.76,20068.06,112951.45,,,,,,,,,
12/31/17 6:58 PM,17532,6.65,218164.74,268447.27,22583.89,392430.16,238697.16,60223.21,20068.54,112954.16,,,,,,,,,
12/31/17 7:58 PM,17533,6.3,218169.95,268454.19,22584.40,392439.14,238703.26,60224.61,20069.02,112956.85,,,,,,,,,
12/31/17 8:58 PM,17534,5.6,218171.06,268455.63,22584.51,392440.98,238704.57,60224.90,20069.11,112957.40,,,,,,,,,
12/31/17 9:58 PM,17535,4.9,218172.16,268457.11,22584.62,392442.98,238705.85,60225.19,20069.21,112957.92,,,,,,,,,
12/31/17 10:58 PM,17536,4.2,218173.20,268458.51,22584.72,392445.00,238707.12,60225.48,20069.30,112958.46,,,,,,,,,
12/31/17 11:58 PM,17537,3.85,218174.31,268459.96,22584.83,392446.90,238708.30,60225.76,20069.40,112958.98,,,,,,,,,
1/1/18 12:58 AM,17538,2.5,218179.89,268467.49,22585.35,392456.75,238714.77,60227.12,20069.85,112961.71,,,,,,,,,
1/1/18 1:58 AM,17539,2.25,218185.30,268474.82,22585.88,392466.17,238720.69,60228.47,20070.30,112964.26,,,,,,,,,
1/1/18 2:58 AM,17540,2,218190.54,268481.45,22586.40,392475.21,238726.59,60229.83,20070.76,112966.96,,,,,,,,,
1/1/18 3:58 AM,17541,1.75,218195.99,268488.69,22586.95,392485.24,238732.76,60231.23,20071.25,112969.51,,,,,,,,,
1/1/18 4:58 AM,17542,1.5,218201.63,268495.31,22587.49,392494.68,238739.39,60232.65,20071.73,112972.25,,,,,,,,,
1/1/18 5:58 AM,17543,1.25,218206.76,268502.81,22588.03,392504.09,238745.72,60234.11,20072.19,112974.84,,,,,,,,,
1/1/18 6:58 AM,17544,1,218211.88,268510.34,22588.56,392513.27,238752.19,60235.51,20072.65,112977.41,,,,,,,,,
1/1/18 7:58 AM,17545,0.5,218239.40,268544.19,22591.17,392560.10,238784.43,60242.70,20074.99,112990.13,,,,,,,,,
1/1/18 8:58 AM,17546,0,218266.91,268580.00,22593.89,392607.71,238817.11,60249.87,20077.31,113002.95,,,,,,,,,
1/1/18 9:58 AM,17547,0.5,218293.16,268614.95,22596.44,392655.45,238849.91,60257.15,20079.69,113016.58,,,,,,,,,
1/1/18 10:58 AM,17548,1,218321.82,268652.69,22599.15,392706.09,238879.54,60264.38,20082.12,113029.98,,,,,,,,,
1/1/18 11:58 AM,17549,2,218346.85,268688.29,22601.80,392754.75,238913.09,60271.46,20084.41,113043.07,,,,,,,,,
1/1/18 12:58 PM,17550,3,218372.93,268725.23,22604.33,392803.93,238943.24,60278.33,20086.78,113056.63,,,,,,,,,
1/1/18 1:58 PM,17551,4,218401.53,268758.88,22607.02,392855.05,238975.72,60285.43,20089.11,113070.31,,,,,,,,,
1/1/18 2:58 PM,17552,5,218427.20,268793.35,22609.67,392901.28,239008.71,60292.55,20091.43,113083.41,,,,,,,,,
1/1/18 3:58 PM,17553,5.75,218452.42,268827.00,22612.34,392950.20,239041.53,60299.32,20093.75,113096.60,,,,,,,,,
1/1/18 4:58 PM,17554,5.5,218479.96,268864.63,22615.08,392995.02,239072.23,60306.24,20096.13,113110.17,,,,,,,,,
1/1/18 5:58 PM,17555,5,218505.69,268900.86,22617.78,393044.34,239102.97,60313.52,20098.51,113123.49,,,,,,,,,
1/1/18 6:58 PM,17556,4.75,218532.44,268937.14,22620.34,393088.98,239134.51,60320.52,20100.94,113136.38,,,,,,,,,
1/1/18 7:58 PM,17557,4.5,218560.82,268974.40,22623.00,393137.78,239167.37,60327.57,20103.28,113149.22,,,,,,,,,
1/1/18 8:58 PM,17558,4,218565.81,268981.72,22623.52,393147.86,239174.11,60329.03,20103.74,113151.94,,,,,,,,,
1/1/18 9:58 PM,17559,3.5,218570.85,268988.54,22624.06,393156.94,239179.97,60330.50,20104.19,113154.51,,,,,,,,,
1/1/18 10:58 PM,17560,3,218576.00,268996.16,22624.61,393166.35,239186.11,60331.86,20104.68,113157.17,,,,,,,,,
1/1/18 11:58 PM,17561,2.75,218581.72,269003.43,22625.14,393175.51,239192.10,60333.27,20105.15,113159.90,,,,,,,,,
1/2/18 12:58 AM,17562,2.5,218586.77,269010.25,22625.66,393184.69,239198.80,60334.71,20105.62,113162.54,,,,,,,,,
1/2/18 1:58 AM,17563,2.25,218591.78,269017.11,22626.17,393194.54,239204.99,60336.11,20106.10,113165.16,,,,,,,,,
1/2/18 2:58 AM,17564,2,218596.81,269023.76,22626.68,393203.46,239211.35,60337.55,20106.56,113167.84,,,,,,,,,
1/2/18 3:58 AM,17565,1.75,218601.86,269030.49,22627.23,393212.58,239217.92,60338.99,20107.04,113170.38,,,,,,,,,
1/2/18 4:58 AM,17566,1.5,218607.09,269037.42,22627.74,393222.53,239224.05,60340.35,20107.51,113172.95,,,,,,,,,
1/2/18 5:58 AM,17567,1.25,218612.21,269044.85,22628.25,393232.62,239230.07,60341.74,20107.99,113175.49,,,,,,,,,
1/2/18 6:58 AM,17568,1,218617.84,269052.21,22628.78,393242.31,239236.12,60343.17,20108.47,113178.06,,,,,,,,,
1/2/18 7:58 AM,17569,0.5,218644.19,269090.21,22631.52,393289.25,239267.64,60350.23,20110.84,113191.34,,,,,,,,,
1/2/18 8:58 AM,17570,0,218671.15,269127.95,22634.08,393336.95,239298.05,60357.34,20113.22,113204.44,,,,,,,,,
1/2/18 9:58 AM,17571,0.5,218696.00,269161.00,22636.69,393384.76,239329.97,60364.55,20115.61,113217.85,,,,,,,,,
1/2/18 10:58 AM,17572,1,218721.50,269194.35,22639.37,393434.29,239362.85,60371.42,20118.03,113230.82,,,,,,,,,
1/2/18 11:58 AM,17573,2,218747.58,269229.51,22642.10,393484.34,239393.37,60378.46,20120.47,113244.34,,,,,,,,,
1/2/18 12:58 PM,17574,3,218774.86,269266.98,22644.64,393532.37,239427.25,60385.46,20122.77,113257.44,,,,,,,,,
1/2/18 1:58 PM,17575,4,218801.58,269300.62,22647.20,393579.00,239458.86,60392.32,20125.19,113270.96,,,,,,,,,
1/2/18 2:58 PM,17576,5,218829.84,269335.07,22649.94,393629.65,239489.84,60399.12,20127.58,113284.63,,,,,,,,,
1/2/18 3:58 PM,17577,5.75,218857.12,269369.34,22652.51,393674.27,239519.38,60405.89,20129.96,113297.56,,,,,,,,,
1/2/18 4:58 PM,17578,5.5,218885.15,269406.68,22655.17,393720.68,239549.39,60412.71,20132.22,113310.69,,,,,,,,,
1/2/18 5:58 PM,17579,5,218911.72,269444.00,22657.74,393769.44,239583.10,60419.51,20134.51,113323.97,,,,,,,,,
1/2/18 6:58 PM,17580,4.75,218938.12,269479.72,22660.42,393818.45,239616.89,60426.66,20136.92,113337.42,,,,,,,,,
1/2/18 7:58 PM,17581,4.5,218966.31,269517.38,22663.00,393870.03,239647.98,60433.56,20139.19,113350.82,,,,,,,,,
1/2/18 8:58 PM,17582,4,218971.94,269524.66,22663.51,393880.05,239654.63,60434.94,20139.66,113353.44,,,,,,,,,
1/2/18 9:58 PM,17583,3.5,218977.22,269531.65,22664.06,393890.35,239660.90,60436.30,20140.13,113355.97,,,,,,,,,
1/2/18 10:58 PM,17584,3,218982.45,269539.04,22664.57,393900.00,239666.96,60437.72,20140.61,113358.53,,,,,,,,,
1/2/18 11:58 PM,17585,2.75,218987.69,269545.90,22665.08,393910.04,239673.57,60439.14,20141.08,113361.23,,,,,,,,,
1/3/18 12:58 AM,17586,2.5,218993.28,269553.06,22665.63,393919.93,239680.14,60440.50,20141.56,113363.86,,,,,,,,,
1/3/18 1:58 AM,17587,2.25,218998.49,269560.33,22666.17,393929.32,239686.78,60441.87,20142.05,113366.58,,,,,,,,,
1/3/18 2:58 AM,17588,2,219004.14,269567.24,22666.70,393939.03,239692.70,60443.25,20142.52,113369.13,,,,,,,,,
1/3/18 3:58 AM,17589,1.75,219009.60,269574.07,22667.22,393948.48,239699.10,60444.68,20142.97,113371.72,,,,,,,,,
1/3/18 4:58 AM,17590,1.5,219014.65,269580.75,22667.75,393958.00,239705.14,60446.08,20143.45,113374.41,,,,,,,,,
1/3/18 5:58 AM,17591,1.25,219020.36,269588.16,22668.26,393968.29,239711.37,60447.51,20143.92,113377.06,,,,,,,,,
1/3/18 6:58 AM,17592,1,219025.67,269594.94,22668.79,393977.44,239717.86,60448.91,20144.39,113379.77,,,,,,,,,
1/3/18 7:58 AM,17593,0.5,219051.41,269628.79,22671.32,394023.00,239751.26,60456.17,20146.66,113392.92,,,,,,,,,
1/3/18 8:58 AM,17594,0,219077.65,269666.84,22673.89,394068.96,239783.33,60462.93,20149.00,113405.74,,,,,,,,,
1/3/18 9:58 AM,17595,0.5,219105.41,269703.84,22676.54,394117.94,239813.38,60469.69,20151.42,113419.12,,,,,,,,,
1/3/18 10:58 AM,17596,1,219131.25,269740.51,22679.18,394167.07,239844.94,60476.67,20153.73,113432.19,,,,,,,,,
1/3/18 11:58 AM,17597,2,219157.96,269776.91,22681.92,394212.19,239876.76,60483.43,20156.17,113444.90,,,,,,,,,
1/3/18 12:58 PM,17598,3,219183.08,269812.37,22684.51,394257.09,239906.09,60490.56,20158.58,113458.03,,,,,,,,,
1/3/18 1:58 PM,17599,4,219211.51,269845.65,22687.26,394305.36,239936.57,60497.43,20160.90,113470.94,,,,,,,,,
1/3/18 2:58 PM,17600,5,219236.73,269882.46,22689.84,394351.86,239966.92,60504.58,20163.26,113484.04,,,,,,,,,
1/3/18 3:58 PM,17601,5.75,219264.11,269920.15,22692.58,394397.08,240000.22,60511.62,20165.61,113497.60,,,,,,,,,
1/3/18 4:58 PM,17602,5.5,219290.69,269953.15,22695.12,394448.41,240033.30,60518.40,20168.03,113510.41,,,,,,,,,
1/3/18 5:58 PM,17603,5,219316.02,269991.09,22697.86,394494.06,240064.33,60525.52,20170.36,113523.98,,,,,,,,,
1/3/18 6:58 PM,17604,4.75,219344.16,270024.34,22700.57,394541.60,240096.61,60532.47,20172.76,113536.75,,,,,,,,,
1/3/18 7:58 PM,17605,4.5,219372.29,270062.44,22703.18,394591.87,240125.87,60539.60,20175.13,113549.76,,,,,,,,,
1/3/18 8:58 PM,17606,4,219377.87,270069.47,22703.71,394601.99,240132.03,60541.04,20175.61,113552.37,,,,,,,,,
1/3/18 9:58 PM,17607,3.5,219383.56,270076.34,22704.26,394611.09,240138.28,60542.48,20176.09,113554.98,,,,,,,,,
1/3/18 10:58 PM,17608,3,219388.53,270083.86,22704.78,394620.23,240144.41,60543.92,20176.57,113557.61,,,,,,,,,
1/3/18 11:58 PM,17609,2.75,219393.58,270090.59,22705.30,394629.71,240151.03,60545.33,20177.04,113560.14,,,,,,,,,
1/4/18 12:58 AM,17610,2.5,219398.77,270097.50,22705.83,394638.89,240157.75,60546.74,20177.52,113562.70,,,,,,,,,
1/4/18 1:58 AM,17611,2.25,219404.48,270104.15,22706.36,394648.92,240163.72,60548.11,20178.00,113565.30,,,,,,,,,
1/4/18 2:58 AM,17612,2,219410.13,270111.23,22706.89,394658.10,240170.06,60549.55,20178.46,113567.88,,,,,,,,,
1/4/18 3:58 AM,17613,1.75,219415.68,270118.17,22707.40,394667.51,240176.11,60551.00,20178.92,113570.56,,,,,,,,,
1/4/18 4:58 AM,17614,1.5,219420.84,270124.81,22707.91,394677.67,240182.44,60552.41,20179.37,113573.28,,,,,,,,,
1/4/18 5:58 AM,17615,1.25,219425.98,270132.34,22708.46,394686.88,240189.22,60553.86,20179.83,113575.83,,,,,,,,,
1/4/18 6:58 AM,17616,1,219431.23,270139.19,22708.97,394696.00,240195.50,60555.21,20180.30,113578.55,,,,,,,,,
1/4/18 7:58 AM,17617,0.5,219456.68,270173.21,22711.65,394747.13,240228.67,60562.04,20182.65,113591.74,,,,,,,,,
1/4/18 8:58 AM,17618,0,219482.81,270208.93,22714.33,394795.67,240259.75,60569.17,20184.96,113605.17,,,,,,,,,
1/4/18 9:58 AM,17619,0.5,219509.54,270243.03,22716.88,394844.03,240293.34,60575.98,20187.37,113618.14,,,,,,,,,
1/4/18 10:58 AM,17620,1,219535.24,270276.33,22719.44,394892.02,240326.42,60583.06,20189.64,113631.81,,,,,,,,,
1/4/18 11:58 AM,17621,2,219562.15,270311.94,22722.06,394937.42,240356.92,60589.87,20192.02,113644.73,,,,,,,,,
1/4/18 12:58 PM,17622,3,219587.30,270346.06,22724.62,394987.72,240390.44,60596.76,20194.41,113658.02,,,,,,,,,
1/4/18 1:58 PM,17623,4,219612.64,270383.73,22727.24,395033.04,240420.59,60603.84,20196.74,113671.71,,,,,,,,,
1/4/18 2:58 PM,17624,5,219637.58,270416.70,22729.85,395079.47,240452.15,60610.82,20199.16,113685.22,,,,,,,,,
1/4/18 3:58 PM,17625,5.75,219665.93,270449.97,22732.42,395126.53,240485.98,60617.69,20201.42,113698.42,,,,,,,,,
1/4/18 4:58 PM,17626,5.5,219693.68,270484.82,22735.11,395171.10,240517.13,60624.55,20203.69,113712.08,,,,,,,,,
1/4/18 5:58 PM,17627,5,219719.24,270518.46,22737.73,395217.67,240547.87,60631.66,20206.10,113725.51,,,,,,,,,
1/4/18 6:58 PM,17628,4.75,219746.00,270554.06,22740.44,395262.59,240579.95,60638.71,20208.45,113738.59,,,,,,,,,
1/4/18 7:58 PM,17629,4.5,219771.82,270587.57,22743.03,395309.61,240612.10,60645.84,20210.84,113752.19,,,,,,,,,
1/4/18 8:58 PM,17630,4,219777.39,270594.31,22743.58,395319.92,240618.63,60647.21,20211.32,113754.91,,,,,,,,,
1/4/18 9:58 PM,17631,3.5,219782.67,270601.00,22744.12,395330.12,240625.36,60648.64,20211.79,113757.58,,,,,,,,,
1/4/18 10:58 PM,17632,3,219788.18,270608.27,22744.66,395339.22,240632.03,60650.01,20212.28,113760.28,,,,,,,,,
1/4/18 11:58 PM,17633,2.75,219793.56,270615.18,22745.19,395348.43,240638.41,60651.36,20212.76,113763.00,,,,,,,,,
1/5/18 12:58 AM,17634,2.5,219799.13,270622.54,22745.71,395358.34,240644.74,60652.73,20213.22,113765.56,,,,,,,,,
1/5/18 1:58 AM,17635,2.25,219804.30,270629.60,22746.25,395367.62,240651.05,60654.19,20213.68,113768.29,,,,,,,,,
1/5/18 2:58 AM,17636,2,219809.49,270636.74,22746.76,395377.05,240657.08,60655.57,20214.14,113770.99,,,,,,,,,
1/5/18 3:58 AM,17637,1.75,219815.16,270643.66,22747.26,395386.56,240663.39,60656.99,20214.60,113773.66,,,,,,,,,
1/5/18 4:58 AM,17638,1.5,219820.80,270650.97,22747.79,395395.70,240669.52,60658.36,20215.06,113776.20,,,,,,,,,
1/5/18 5:58 AM,17639,1.25,219825.77,270658.15,22748.30,395405.64,240676.13,60659.75,20215.52,113778.87,,,,,,,,,
1/5/18 6:58 AM,17640,1,219830.84,270665.40,22748.83,395415.78,240682.37,60661.21,20215.99,113781.59,,,,,,,,,
1/5/18 7:58 AM,17641,0.5,219855.87,270700.77,22751.46,395462.65,240713.51,60668.50,20218.34,113794.41,,,,,,,,,
1/5/18 8:58 AM,17642,0,219882.58,270738.21,22754.10,395513.64,240745.42,60675.55,20220.67,113807.81,,,,,,,,,
1/5/18 9:58 AM,17643,0.5,219910.67,270774.68,22756.73,395561.92,240779.20,60682.64,20223.12,113820.83,,,,,,,,,
1/5/18 10:58 AM,17644,1,219937.57,270811.65,22759.40,395612.44,240811.93,60689.71,20225.44,113834.36,,,,,,,,,
1/5/18 11:58 AM,17645,2,219963.17,270848.35,22761.98,395657.69,240842.22,60697.02,20227.74,113847.02,,,,,,,,,
1/5/18 12:58 PM,17646,3,219987.95,270884.50,22764.69,395707.56,240872.83,60704.32,20230.02,113860.04,,,,,,,,,
1/5/18 1:58 PM,17647,4,220014.89,270918.17,22767.35,395758.34,240906.65,60711.64,20232.37,113873.54,,,,,,,,,
1/5/18 2:58 PM,17648,5,220041.76,270953.22,22769.89,395809.38,240937.82,60718.60,20234.79,113886.49,,,,,,,,,
1/5/18 3:58 PM,17649,5.75,220067.74,270989.68,22772.62,395859.74,240968.53,60725.73,20237.08,113899.17,,,,,,,,,
1/5/18 4:58 PM,17650,5.5,220093.90,271027.62,22775.16,395909.75,241001.10,60733.04,20239.34,113912.71,,,,,,,,,
